,CommID,FIPSPL,Name,CAT,QOLjobs_vg,QOLjobs_g,QOLjobs_f,QOLjobs_p,QOLjobs_dnk,QOLjobs_na,QOLmed_vg,QOLmed_g,QOLmed_f,QOLmed_p,QOLmed_dnk,QOLmed_na,QOLk12_vg,QOLk12_g,QOLk12_f,QOLk12_p,QOLk12_dnk,QOLk12_na,QOLhousing_vg,QOLhousing_g,QOLhousing_f,QOLhousing_p,QOLhousing_dnk,QOLhousing_na,QOLshop_vg,QOLshop_g,QOLshop_f,QOLshop_p,QOLshop_dnk,QOLshop_na,QOLchildcare_vg,QOLchildcare_g,QOLchildcare_f,QOLchildcare_p,QOLchildcare_dnk,QOLchildcare_na,QOLseniorcare_vg,QOLseniorcare_g,QOLseniorcare_f,QOLseniorcare_p,QOLseniorcare_dnk,QOLseniorcare_na,QOLyouth_vg,QOLyouth_g,QOLyouth_f,QOLyouth_p,QOLyouth_dnk,QOLyouth_na,QOLcommsrvall_vg,QOLcommsrvall_g,QOLcommsrvall_f,QOLcommsrvall_p,QOLcommsrvall_dnk,QOLcommsrvall_na,QOLrecrentr_vg,QOLrecrentr_g,QOLrecrentr_f,QOLrecrentr_p,QOLrecrentr_dnk,QOLrecrentr_na,QOLpolice_vg,QOLpolice_g,QOLpolice_f,QOLpolice_p,QOLpolice_dnk,QOLpolice_na,QOLfire_vg,QOLfire_g,QOLfire_f,QOLfire_p,QOLfire_dnk,QOLfire_na,QOLems_vg,QOLems_g,QOLems_f,QOLems_p,QOLems_dnk,QOLems_na,QOLstreets_vg,QOLstreets_g,QOLstreets_f,QOLstreets_p,QOLstreets_dnk,QOLstreets_na,QOLparks_vg,QOLparks_g,QOLparks_f,QOLparks_p,QOLparks_dnk,QOLparks_na,QOLgarbage_vg,QOLgarbage_g,QOLgarbage_f,QOLgarbage_p,QOLgarbage_dnk,QOLgarbage_na,QOLwater_vg,QOLwater_g,QOLwater_f,QOLwater_p,QOLwater_dnk,QOLwater_na,QOLgovtsrvall_vg,QOLgovtsrvall_g,QOLgovtsrvall_f,QOLgovtsrvall_p,QOLgovtsrvall_dnk,QOLgovtsrvall_na
83,83.0,1969645,Sac City,ALL,1.626,21.957,35.237,26.069,12.33,2.78,55.424,33.487,2.808,7.059,1.222,0.0,21.567,42.235,21.269,0.0,11.023,3.905,8.668,25.397,43.069,7.528,13.796,1.541,8.368,21.841,44.758,23.954,0.0,1.08,13.961,13.876,25.736,13.696,27.654,5.077,9.342,32.549,11.989,7.817,36.689,1.613,5.914,25.59,26.286,10.451,27.894,3.865,7.787,38.928,38.674,13.326,1.284,0.0,18.29,43.089,24.874,6.568,6.139,1.041,41.275,35.618,17.831,1.486,3.788,0.0,55.267,36.349,1.48,0.0,6.904,0.0,51.357,28.462,9.724,0.0,10.456,0.0,0.0,32.89,35.717,31.394,0.0,0.0,20.922,62.028,10.001,2.906,4.144,0.0,38.49,34.643,15.851,0.0,7.051,3.965,57.924,28.784,8.042,1.486,3.764,0.0,14.727,54.636,19.266,5.867,5.504,0.0
84,84.0,1969735,Saint Ansgar,ALL,18.716,44.783,19.555,7.956,8.99,0.0,39.482,45.852,11.773,1.524,1.369,0.0,62.105,25.291,3.58,2.991,6.033,0.0,12.898,47.151,22.47,6.976,10.505,0.0,4.953,37.827,38.058,12.336,2.333,4.494,26.629,37.64,6.416,1.598,20.848,6.868,8.303,29.16,24.079,2.974,30.706,4.777,10.963,45.362,22.042,3.869,15.706,2.058,15.671,62.406,11.139,3.974,4.424,2.385,16.19,40.586,28.677,6.637,6.545,1.365,32.393,46.401,16.475,2.76,1.971,0.0,60.526,32.102,3.488,0.0,3.883,0.0,61.315,26.523,6.179,1.568,4.415,0.0,5.702,32.743,35.538,25.218,0.798,0.0,27.768,50.292,16.166,0.0,5.774,0.0,20.519,47.091,10.895,2.389,14.442,4.664,21.122,45.15,12.359,5.253,14.728,1.388,12.614,61.457,12.366,1.235,10.921,1.407
85,85.0,1969915,Saint Charles,ALL,0.0,9.72,22.177,29.743,20.564,17.796,2.011,12.265,6.528,32.53,15.388,31.278,21.951,39.63,16.705,0.0,16.793,4.921,3.437,41.517,22.269,5.07,24.4,3.307,3.311,11.374,12.977,35.946,6.046,30.345,3.527,14.379,17.048,16.941,37.475,10.629,2.458,1.435,8.282,10.24,52.344,25.24,5.961,12.668,11.245,14.09,38.409,17.627,2.515,20.398,35.897,21.511,16.267,3.412,3.312,5.686,8.39,26.239,9.406,46.966,16.046,22.522,16.003,16.931,17.319,11.179,27.529,35.873,27.733,4.469,3.426,0.971,24.841,24.615,19.567,2.333,26.188,2.455,9.586,25.992,47.277,16.175,0.971,0.0,11.709,34.696,42.558,0.971,10.066,0.0,13.544,36.401,23.166,1.363,22.432,3.094,29.004,46.208,15.827,1.068,6.53,1.363,14.067,31.321,27.966,2.725,23.92,0.0
86,86.0,1972210,Sheffield,ALL,13.069,52.654,19.592,4.811,6.742,3.132,23.486,42.051,20.245,9.43,4.788,0.0,45.043,38.451,3.568,0.837,10.527,1.574,9.844,35.22,24.711,8.203,14.621,7.401,1.242,23.301,50.332,15.133,2.288,7.704,11.25,39.815,13.586,2.725,30.001,2.622,5.071,19.671,10.98,10.291,48.414,5.572,4.817,23.412,19.739,12.773,35.122,4.138,9.808,51.712,23.519,10.087,4.875,0.0,11.838,34.856,19.196,10.419,9.313,14.378,32.584,41.839,18.898,2.849,3.829,0.0,48.804,33.084,14.641,0.712,2.759,0.0,55.107,29.184,1.317,0.706,13.685,0.0,6.699,34.942,40.682,15.618,2.058,0.0,19.243,52.287,25.223,0.0,3.247,0.0,36.992,37.658,3.024,2.538,13.433,6.355,16.97,40.327,23.483,5.679,12.825,0.717,12.959,59.282,7.273,6.642,12.981,0.864
87,87.0,1972975,Sibley,ALL,0.0,17.763,24.639,21.08,12.805,23.714,19.614,36.037,14.209,5.444,2.485,22.211,18.285,52.007,14.71,5.881,9.117,0.0,2.878,29.078,20.348,11.363,13.255,23.078,0.863,18.38,55.408,24.486,0.863,0.0,10.522,36.213,6.421,4.262,16.902,25.68,4.471,17.747,18.168,9.282,25.551,24.78,2.493,26.108,39.266,8.156,21.86,2.118,3.437,56.748,30.728,6.602,2.485,0.0,5.006,32.899,28.416,11.553,5.862,16.263,16.986,61.272,12.369,7.358,2.016,0.0,28.486,41.701,4.711,1.407,23.696,0.0,23.694,59.246,8.468,1.398,6.355,0.838,8.129,63.434,20.917,6.681,0.838,0.0,18.649,64.761,9.518,2.855,4.217,0.0,21.707,55.72,0.833,5.211,13.336,3.192,17.353,61.926,12.298,1.436,6.987,0.0,8.657,62.498,18.542,2.011,7.449,0.843
88,88.0,1978735,Traer,ALL,0.0,39.13,31.623,12.491,14.014,2.742,32.589,43.031,18.323,1.529,3.183,1.344,45.794,32.672,5.324,1.186,14.082,0.943,10.038,57.65,15.954,1.91,13.73,0.717,3.578,55.132,31.132,6.813,3.345,0.0,35.819,36.683,11.929,0.0,11.586,3.983,6.993,39.372,19.727,3.059,23.977,6.873,21.581,36.629,18.957,0.74,19.024,3.07,5.851,63.814,23.737,1.224,5.376,0.0,4.748,23.052,41.085,16.109,9.966,5.038,13.232,36.308,31.32,11.884,2.815,4.441,54.513,30.266,5.676,0.0,9.545,0.0,61.329,28.359,0.0,0.0,10.312,0.0,13.94,34.591,29.53,17.537,4.402,0.0,36.097,52.55,7.521,1.274,2.557,0.0,39.745,36.335,0.0,2.436,11.476,10.008,34.02,37.589,14.712,5.206,8.473,0.0,11.31,63.284,8.745,0.0,16.66,0.0
89,89.0,1979815,University Park,ALL,2.614,7.175,3.732,14.521,17.192,54.766,0.0,9.011,4.355,1.381,6.273,78.98,0.712,19.211,6.589,0.0,3.29,70.197,7.191,49.3,16.49,3.95,9.807,13.262,0.0,0.0,1.814,2.541,0.702,94.943,18.82,32.364,9.793,6.361,17.139,15.523,0.0,2.541,0.702,0.0,25.843,70.914,0.702,0.0,0.0,2.541,31.435,65.321,2.966,23.86,21.089,14.495,8.4,29.19,5.078,6.965,8.846,4.592,1.779,72.74,15.57,53.171,14.483,0.0,1.427,15.349,12.209,57.902,12.411,0.0,9.567,7.91,21.562,55.828,4.952,0.0,8.956,8.703,2.903,33.819,48.01,15.267,0.0,0.0,39.677,48.107,10.765,0.0,0.726,0.726,34.21,37.546,6.713,17.249,2.854,1.427,35.382,64.618,0.0,0.0,0.0,0.0,7.703,55.453,14.26,0.0,21.751,0.834
90,90.0,1980580,Ventura,ALL,1.414,14.711,20.319,25.952,26.037,11.568,2.777,1.516,7.746,9.853,12.052,66.056,52.833,19.893,8.333,0.0,14.678,4.263,10.975,57.652,11.417,1.371,13.368,5.217,0.0,0.0,7.654,13.087,4.507,74.752,33.28,18.886,1.973,0.0,34.817,11.045,14.694,27.977,15.006,1.437,23.18,17.706,3.214,24.595,18.919,3.214,35.808,14.25,19.476,30.871,29.861,7.452,8.444,3.896,27.165,20.276,13.922,6.453,2.103,30.082,34.007,44.601,13.448,1.35,6.594,0.0,64.07,29.36,4.598,1.972,0.0,0.0,50.567,34.47,2.855,0.0,9.351,2.757,39.525,47.298,10.212,1.433,1.533,0.0,44.285,43.493,9.17,1.527,1.527,0.0,47.393,29.531,6.284,0.0,13.45,3.342,38.495,40.573,4.184,2.001,8.105,6.642,32.224,43.904,8.679,3.142,10.701,1.35
91,91.0,1980985,Villisca,ALL,0.0,5.849,38.091,42.847,6.176,7.037,17.833,39.663,23.085,14.299,3.684,1.435,22.746,42.755,15.046,9.052,10.401,0.0,1.107,21.647,47.418,8.283,18.538,3.007,0.0,10.444,37.619,42.076,0.0,9.861,1.068,15.368,29.388,7.797,43.478,2.901,1.43,13.767,31.752,5.644,40.396,7.01,1.068,32.952,29.615,5.529,27.935,2.901,1.478,38.608,46.212,8.959,3.265,1.478,3.721,32.455,25.781,17.88,8.485,11.678,5.817,23.075,49.564,10.821,6.004,4.719,36.338,50.112,7.804,0.0,4.351,1.395,16.613,40.043,21.711,11.444,8.746,1.443,0.0,20.609,47.031,27.64,4.72,0.0,11.788,60.883,22.608,0.0,4.72,0.0,37.448,40.191,3.371,0.0,17.576,1.415,8.372,31.686,27.447,13.185,14.837,4.473,2.512,40.538,33.404,2.512,19.969,1.065
92,92.0,1982740,Waukon,ALL,0.0,16.955,42.847,32.325,7.873,0.0,42.245,41.878,11.339,1.604,2.934,0.0,24.133,40.636,13.311,3.399,14.679,3.841,3.982,39.247,31.932,11.47,13.369,0.0,3.566,25.349,44.692,26.393,0.0,0.0,10.603,29.055,12.07,3.803,40.938,3.531,3.943,34.046,11.424,7.443,39.679,3.464,3.982,30.294,19.859,14.969,29.906,0.991,4.458,35.074,51.968,5.948,2.552,0.0,16.698,45.119,23.506,7.93,6.747,0.0,32.457,41.783,14.638,5.774,5.348,0.0,59.123,31.515,4.051,3.38,0.975,0.957,58.344,23.647,3.675,0.0,14.334,0.0,0.939,11.018,33.712,53.375,0.956,0.0,38.298,44.761,12.417,0.0,4.523,0.0,38.782,25.171,7.142,3.058,22.987,2.861,26.06,51.079,10.29,1.949,7.851,2.771,13.726,45.666,21.761,7.556,11.292,0.0
93,93.0,1982875,Waverly,ALL,8.21,48.796,17.526,2.879,22.589,0.0,43.532,42.221,13.494,0.754,0.0,0.0,54.315,28.92,2.166,0.0,12.674,1.924,11.757,44.985,37.556,1.286,3.53,0.886,9.413,41.087,38.089,10.535,0.0,0.877,8.141,31.643,18.722,6.803,27.469,7.222,5.54,28.006,7.687,2.119,47.745,8.903,12.726,49.003,14.998,0.0,23.273,0.0,13.446,64.626,10.142,7.112,4.673,0.0,28.523,49.409,12.056,7.359,2.654,0.0,42.969,45.074,9.756,0.0,2.201,0.0,61.76,36.793,0.0,0.0,1.447,0.0,48.594,32.478,0.0,0.0,18.928,0.0,7.057,31.413,47.203,13.214,0.557,0.557,36.494,55.515,4.985,1.551,1.455,0.0,50.197,35.821,7.638,0.0,4.341,2.004,50.617,31.183,9.827,1.292,5.633,1.447,33.445,48.663,14.354,0.0,3.538,0.0
94,94.0,1983145,Webster City,ALL,0.525,14.197,38.237,40.104,5.946,0.991,20.658,57.862,9.774,11.706,0.0,0.0,22.356,36.37,28.643,0.882,11.22,0.53,9.038,44.768,30.038,9.649,5.51,0.997,2.02,14.473,50.288,33.22,0.0,0.0,4.623,36.81,14.732,2.761,29.032,12.042,11.556,23.094,19.545,2.831,31.52,11.454,7.431,24.248,34.297,5.496,19.698,8.83,1.508,36.799,48.965,9.136,1.855,1.737,20.259,43.776,22.472,6.667,6.826,0.0,16.055,45.157,25.996,11.392,1.4,0.0,32.882,47.621,13.249,0.0,6.248,0.0,26.556,54.33,14.125,0.0,4.989,0.0,3.165,23.423,56.993,16.419,0.0,0.0,11.604,44.151,29.412,12.976,1.857,0.0,27.847,42.691,17.367,4.599,7.495,0.0,22.182,47.674,24.228,1.867,4.048,0.0,8.806,41.016,24.625,13.119,5.936,6.498
95,95.0,1983325,Wellsburg,ALL,1.944,12.608,45.339,29.992,8.788,1.328,3.824,2.344,11.845,13.876,6.286,61.826,45.738,23.01,16.017,4.107,11.128,0.0,17.499,48.33,16.186,3.15,14.071,0.764,0.826,10.331,29.38,32.773,4.202,22.488,20.324,27.687,18.835,3.413,21.768,7.972,13.107,14.748,31.127,6.731,28.736,5.551,9.332,30.569,21.087,10.196,19.762,9.053,10.181,30.686,49.825,5.098,4.21,0.0,10.364,28.627,27.836,13.666,5.806,13.701,23.03,52.986,15.316,7.115,1.553,0.0,39.592,41.335,7.096,0.0,11.976,0.0,56.303,23.763,1.601,0.0,18.333,0.0,6.301,25.06,60.197,6.909,1.534,0.0,22.956,52.393,19.255,3.042,2.354,0.0,44.455,32.187,2.428,0.809,18.031,2.09,41.042,24.711,17.557,1.839,10.531,4.319,23.146,41.313,16.967,1.078,16.418,1.078
96,96.0,1984900,What Cheer,ALL,2.669,0.0,6.355,59.454,7.78,23.742,1.887,0.0,0.881,5.833,2.875,88.524,4.869,49.845,22.563,12.283,8.11,2.331,3.627,7.91,31.398,21.901,11.361,23.803,0.0,1.454,2.334,41.596,2.143,52.473,2.876,2.587,16.727,31.068,22.83,23.911,1.929,1.929,10.645,36.743,15.593,33.162,0.74,6.111,15.119,14.768,19.007,44.256,2.74,2.767,27.027,54.291,4.856,8.319,0.0,2.478,3.027,22.293,2.963,69.239,7.904,6.654,58.065,10.652,3.162,13.563,30.332,54.046,7.02,0.911,7.69,0.0,35.137,47.724,8.73,1.85,6.56,0.0,3.492,14.296,63.067,15.223,3.922,0.0,12.692,49.449,31.276,0.768,5.816,0.0,30.135,46.384,3.618,0.911,8.444,10.508,20.921,54.665,8.741,2.93,10.472,2.272,4.683,45.354,26.165,3.651,13.826,6.321
97,97.0,1985845,Williamsburg,ALL,22.339,36.849,17.552,7.154,16.106,0.0,40.883,44.429,5.925,2.263,6.501,0.0,71.22,20.028,2.306,0.0,5.56,0.886,44.147,36.438,9.28,0.0,8.939,1.195,45.509,48.563,4.078,0.924,0.924,0.0,34.459,33.963,3.527,0.0,25.567,2.484,15.94,32.799,6.703,5.699,34.606,4.253,24.941,46.727,12.95,0.0,12.958,2.423,35.822,53.536,5.621,0.95,3.121,0.95,47.4,36.607,9.226,1.554,5.212,0.0,49.431,37.292,7.808,3.385,2.084,0.0,74.671,17.762,0.0,0.0,7.567,0.0,53.719,31.261,0.61,0.0,14.409,0.0,13.927,37.497,25.497,21.055,0.886,1.138,41.223,47.586,8.24,0.0,1.797,1.155,44.557,35.007,7.479,0.0,8.942,4.014,18.759,24.05,35.736,11.454,8.855,1.145,34.514,45.726,7.099,1.909,8.561,2.191
98,98.0,1986385,Winfield,ALL,0.0,9.407,34.65,47.124,5.855,2.964,5.689,32.617,37.116,11.399,10.134,3.044,35.849,35.58,17.644,5.738,4.314,0.875,3.675,21.827,30.553,19.378,13.843,10.723,1.735,2.924,3.129,50.031,5.537,36.644,18.601,19.689,19.118,12.049,22.681,7.862,10.723,24.633,28.97,5.052,27.832,2.791,9.952,30.709,23.731,12.951,13.092,9.565,3.544,10.573,54.198,23.325,1.134,7.227,7.217,22.898,25.843,13.401,5.408,25.234,26.573,36.479,27.965,1.866,6.269,0.848,55.857,39.732,1.866,0.0,2.545,0.0,46.982,34.649,12.27,0.0,6.099,0.0,13.436,36.476,37.978,6.489,1.697,3.923,23.873,35.138,22.857,5.306,7.561,5.265,29.049,28.956,16.258,0.0,11.738,13.999,19.915,44.164,16.883,0.859,12.579,5.601,13.434,48.738,16.912,1.877,17.362,1.677
99,99.0,1986970,Woodward,ALL,5.874,10.481,24.34,24.185,32.078,3.043,1.699,0.625,0.0,22.494,15.297,59.885,28.556,43.25,15.701,1.656,10.206,0.631,4.675,25.04,45.473,4.007,11.183,9.623,0.621,6.932,30.953,35.654,8.68,17.16,8.784,21.896,20.83,8.52,35.808,4.162,3.194,20.385,18.492,2.595,52.802,2.532,2.596,19.808,19.779,8.942,39.734,9.141,7.227,34.413,34.951,14.945,5.508,2.955,13.91,34.985,19.403,8.699,5.558,17.445,13.501,44.681,21.027,7.312,12.736,0.743,29.795,51.206,6.755,1.602,10.642,0.0,35.305,35.463,9.406,1.671,18.155,0.0,6.877,46.303,40.947,3.572,2.302,0.0,16.816,45.379,24.956,1.728,9.454,1.667,32.746,43.305,1.698,1.698,17.542,3.01,18.568,42.875,14.158,3.996,12.22,8.183,9.576,44.04,8.036,7.027,26.199,5.122
